firstName,surname,id,team,season,jumperNumber,position,providerId,dateOfBirth,draftYear,heightInCm,weightInKg,recruitedFrom,debutYear,draftType,draftPosition,data_accessed
Jason,Castagna,1126,Richmond,2022,11,MEDIUM_FORWARD,CD_I991933,1996-07-12,2017,182,82,Warrandyte (Vic)/Marcellin College (Vic)/Northern U18,2016,rookieElevation,NA,2022-10-24
Jayden,Short,964,Richmond,2022,15,MIDFIELDER,CD_I992049,1996-01-24,2016,178,76,Bundoora (Vic)/Northern U18,2016,rookieElevation,NA,2022-10-24
Jake,Aarts,1867,Richmond,2022,16,MEDIUM_FORWARD,CD_I992786,1994-12-08,2018,177,76,Beaconsfield (Vic)/Bendigo (VFL)/Richmond (VFL),2020,rookieElevation,16,2022-10-24
Marlion,Pickett,1966,Richmond,2022,50,MIDFIELDER,CD_I993771,1992-01-06,2019,184,81,Swan Districts (WAFL)/South Fremantle (WAFL),2019,other,13,2022-10-24
Shai,Bolton,1407,Richmond,2022,29,MIDFIELDER_FORWARD,CD_I993993,1998-12-08,2016,175,77,Forrestdale (WA)/South Fremantle (WAFL),2017,nationalDraft,29,2022-10-24
Ivan,Soldo,949,Richmond,2022,20,RUCK,CD_I998529,1996-04-14,2017,204,107,Northern U18,2017,rookieElevation,NA,2022-10-24
Bayley,Fritsch,1520,Melbourne,2022,31,MEDIUM_FORWARD,CD_I1001438,1996-12-06,2017,188,84,Coldstream (Vic)/Casey (VFL),2018,nationalDraft,31,2022-10-24
Charlie,Spargo,1742,Melbourne,2022,9,MEDIUM_FORWARD,CD_I1002282,1999-11-25,2017,173,76,Albury (NSW)/Murray U18,2018,nationalDraft,29,2022-10-24
Joel,Smith,940,Melbourne,2022,44,MEDIUM_DEFENDER,CD_I1003546,1996-02-25,2017,191,88,Maribyrnong Park (Vic),2017,rookieElevation,NA,2022-10-24
Kade,Chandler,1808,Melbourne,2022,37,MEDIUM_FORWARD,CD_I1005330,2000-01-13,2018,175,80,Western Utd (SA)/Prince Alfred College (SA)/Norwood (SANFL),2019,rookieElevation,15,2022-10-24
Toby,Bedford,1839,Melbourne,2022,12,MEDIUM_FORWARD,CD_I1008139,2000-05-27,2018,179,75,Rosebud (Vic)/Melbourne Grammar (Vic)/Dandenong U18,2020,nationalDraft,75,2022-10-24
Kysaiah,Pickett,3727,Melbourne,2022,36,MEDIUM_FORWARD,CD_I1008541,2001-06-02,2019,171,73,Port District (SA)/Prince Alfred Coll (SA)/Woodville-West Torrens (SANFL),2020,nationalDraft,12,2022-10-24
Oskar,Baker,1739,Melbourne,2022,33,MIDFIELDER,CD_I1008855,1998-05-25,2017,184,87,Wilston Grange (Qld)/Aspley (NEAFL),2019,nationalDraft,48,2022-10-24
Harrison,Petty,1590,Melbourne,2022,35,KEY_DEFENDER,CD_I1008893,1999-11-12,2017,197,93,Wudinna United (SA)/Rostrevor College (SA)/Norwood (SANFL),2018,nationalDraft,37,2022-10-24
Deakyn,Smith,2422,Melbourne,2022,34,MEDIUM_DEFENDER,CD_I1009288,2002-08-22,2020,181,72,Doveton (Vic)/Caulfield Grammar (Vic)/Dandenong (U18),NA,preseason,NA,2022-10-24
Trent,Rivers,3729,Melbourne,2022,24,MEDIUM_DEFENDER,CD_I1009378,2001-07-30,2019,188,91,Willetton (WA)/East Fremantle (WAFL),2020,nationalDraft,32,2022-10-24
Luke,Jackson,3728,Melbourne,2022,6,RUCK,CD_I1009399,2001-09-29,2019,199,100,Bullcreek-Leeming (WA)/East Fremantle (WAFL),2020,nationalDraft,3,2022-10-24
Jake,Bowey,3132,Melbourne,2022,17,MEDIUM_DEFENDER,CD_I1012825,2002-09-12,2020,176,72,Highett (Vic)/Sandringham U18,2021,nationalDraft,21,2022-10-24
Bailey,Laurie,2805,Melbourne,2022,16,MIDFIELDER_FORWARD,CD_I1012826,2002-03-24,2020,179,81,Beverley Hills (Vic)/Caulfield Grammar (Vic)/Oakleigh U18,NA,nationalDraft,22,2022-10-24
Fraser,Rosman,3388,Melbourne,2022,19,KEY_DEFENDER,CD_I1013086,2002-05-30,2020,194,84,East Malvern (Vic)/Wesley College (Vic)/Sandringham U18,NA,nationalDraft,34,2022-10-24
Andy,Moniz-Wakefield,5472,Melbourne,2022,45,MEDIUM_FORWARD,CD_I1013165,2003-10-26,2021,182,71,Nightcliff (NT),NA,other,NA,2022-10-24
James,Jordon,1813,Melbourne,2022,23,MIDFIELDER,CD_I1013409,2000-12-20,2018,187,82,Yarrawonga (Vic)/Caulfield Grammar (Vic)/Oakleigh U18,2021,nationalDraft,33,2022-10-24
Blake,Howes,5236,Melbourne,2022,22,MIDFIELDER_FORWARD,CD_I1017122,2003-04-07,2021,191,79,Mordialloc-Braeside (Vic)/St Bede&apos;s Coll (Vic)/Sandringham U18,NA,nationalDraft,39,2022-10-24
Judd,McVee,5688,Melbourne,2022,41,MEDIUM_DEFENDER,CD_I1017703,2003-08-07,2021,185,70,Geraldton (WA)/Geraldton Senior HS (WA)/East Fremantle (WAFL),NA,rookieElevation,18,2022-10-24
Jacob,van Rooyen,5689,Melbourne,2022,21,KEY_FORWARD,CD_I1017720,2003-04-16,2021,193,91,Wembley Downs (WA)/Claremont (WAFL),NA,nationalDraft,19,2022-10-24
Taj,Woewodin,5690,Melbourne,2022,40,MIDFIELDER,CD_I1018425,2003-03-26,2021,182,75,Booragoon (WA)/Aquinas College (WA)/East Fremantle (WAFL),NA,fatherSon,65,2022-10-24
Daniel,Turner,5217,Melbourne,2022,42,KEY_DEFENDER,CD_I1020959,2002-01-28,2021,194,88,Albury (NSW)/Murray U18,2022,other,24,2022-10-24
Jake,Melksham,137,Melbourne,2022,18,MEDIUM_FORWARD,CD_I280824,1991-08-29,2009,186,85,Oak Park (Vic)/PEGS (Vic)/Calder U18/Essendon,2010,nationalDraft,10,2022-10-24
Steven,May,287,Melbourne,2022,1,KEY_DEFENDER,CD_I281085,1992-01-10,2010,193,101,Southern Districts (NT)/Melbourne Grammar (Vic)/NT U18/GCS,2011,zone,NA,2022-10-24
Michael,Hibberd,139,Melbourne,2022,14,MEDIUM_DEFENDER,CD_I290160,1990-01-03,2010,186,94,Somerville (Vic)/Dandenong U18/Frankston (VFL)/Essendon,2011,preseason,4,2022-10-24
Majak,Daw,589,Melbourne,2022,28,RUCK,CD_I290199,1991-03-11,2012,195,101,Wyndham Vale (Vic)/Western U18/North Melbourne,2013,rookieElevation,103,2022-10-24
Max,Gawn,412,Melbourne,2022,11,RUCK,CD_I290528,1991-12-30,2009,209,111,Ormond (Vic)/Sandringham U18,2011,nationalDraft,34,2022-10-24
Mitch,Brown,357,Melbourne,2022,38,KEY_FORWARD,CD_I290622,1990-08-28,2008,196,90,Cheltenham (Vic)/Ment Gram (Vic)/Sandr U18/Geel/Sandr (VFL)/Ess,2011,nationalDraft,15,2022-10-24
Tom,McDonald,663,Melbourne,2022,25,KEY_FORWARD,CD_I291533,1992-09-18,2010,195,101,Edenhope-Apsley (Vic)/North Ballarat U18,2011,nationalDraft,53,2022-10-24
Adam,Tomlinson,509,Melbourne,2022,20,KEY_DEFENDER,CD_I291819,1993-08-10,2011,194,95,Canterbury (Vic)/Trinity Grammar (Vic)/Oakleigh U18/GWS,2012,nationalDraft,9,2022-10-24
Ben,Brown,667,Melbourne,2022,50,KEY_FORWARD,CD_I291867,1992-11-20,2013,200,101,Devonport (Tas)/Tasmania U18/Werribee (VFL)/North Melb,2014,nationalDraft,47,2022-10-24
Jack,Viney,608,Melbourne,2022,7,MIDFIELDER,CD_I291902,1994-04-13,2012,179,86,Ashburton (Vic)/Carey Grammar (Vic)/Oakleigh U18/Casey (VFL),2013,fatherSon,26,2022-10-24
Luke,Dunstan,724,Melbourne,2022,27,MIDFIELDER,CD_I294429,1995-01-29,2013,185,86,South Clare (SA)/Woodville-West Torrens (SANFL)/St Kilda,2014,nationalDraft,18,2022-10-24
Christian,Salem,735,Melbourne,2022,3,MEDIUM_DEFENDER,CD_I296359,1995-07-15,2013,184,84,Hampton Rovers (Vic)/Sandringham U18,2014,nationalDraft,9,2022-10-24
Alex,Neal-Bullen,893,Melbourne,2022,30,MEDIUM_FORWARD,CD_I296420,1996-01-09,2014,183,81,Plympton (SA)/Glenelg (SANFL),2015,nationalDraft,40,2022-10-24
James,Harmes,742,Melbourne,2022,4,MIDFIELDER_FORWARD,CD_I297899,1995-10-05,2015,186,85,Devon Meadows (Vic)/Dandenong U18,2015,rookieElevation,NA,2022-10-24
Christian,Petracca,1001,Melbourne,2022,5,MIDFIELDER,CD_I298210,1996-01-04,2014,187,98,Beverley Hills (Vic)/Eastern U18,2016,nationalDraft,2,2022-10-24
Ed,Langdon,810,Melbourne,2022,15,MIDFIELDER,CD_I298264,1996-02-01,2014,182,77,Glen Iris (Vic)/Melb Grammar (Vic)/Sandringham U18/Fremantle,2015,nationalDraft,54,2022-10-24
Angus,Brayshaw,1033,Melbourne,2022,10,MEDIUM_DEFENDER,CD_I298279,1996-01-09,2014,187,92,Hampton Rovers (Vic)/Sandringham U18,2015,nationalDraft,3,2022-10-24
Jake,Lever,856,Melbourne,2022,8,KEY_DEFENDER,CD_I298281,1996-03-05,2014,195,92,Romsey (Vic)/Calder U18/Adelaide,2015,nationalDraft,14,2022-10-24
Sam,Weideman,1000,Melbourne,2022,26,KEY_FORWARD,CD_I993806,1997-06-26,2015,197,97,Vermont (Vic)/Whitefriars College (Vic)/Eastern U18,2016,nationalDraft,9,2022-10-24
Jayden,Hunt,746,Melbourne,2022,29,MEDIUM_DEFENDER,CD_I994385,1995-04-03,2013,187,88,East Sandringham (Vic)/Brighton Grammar (Vic),2016,nationalDraft,57,2022-10-24
Clayton,Oliver,899,Melbourne,2022,13,MIDFIELDER,CD_I996701,1997-07-22,2015,189,87,Mooroopna (Vic)/Bendigo U18/Murray U18,2016,nationalDraft,4,2022-10-24
Tom,Sparrow,1947,Melbourne,2022,32,MIDFIELDER_FORWARD,CD_I999391,2000-05-31,2018,183,85,Bridgewater Callington (SA)/South Adelaide (SANFL),2019,nationalDraft,27,2022-10-24
Patrick,Naish,1613,West Coast Eagles,2022,43,MIDFIELDER,CD_I1002231,1999-01-15,NA,183,77,NA,NA,NA,NA,2022-10-24
Stefan,Giro,1729,West Coast Eagles,2022,48,MEDIUM_FORWARD,CD_I1002354,1999-03-10,NA,175,71,NA,NA,NA,NA,2022-10-24
Hugh,Dixon,1673,West Coast Eagles,2022,41,KEY_FORWARD,CD_I1002372,1999-02-26,NA,197,101,NA,NA,NA,NA,2022-10-24
Connor,West,5559,West Coast Eagles,2022,36,MIDFIELDER_FORWARD,CD_I1003192,1999-05-07,NA,182,81,NA,NA,NA,NA,2022-10-24
Zac,Langdon,1588,West Coast Eagles,2022,7,MEDIUM_FORWARD,CD_I1004286,1995-11-13,NA,178,80,NA,NA,NA,NA,2022-10-24
Brayden,Ainsworth,1734,West Coast Eagles,2022,46,MIDFIELDER_FORWARD,CD_I1004356,1998-11-21,NA,184,80,NA,NA,NA,NA,2022-10-24
Liam,Ryan,1787,West Coast Eagles,2022,1,MEDIUM_FORWARD,CD_I1004364,1996-10-02,NA,180,76,NA,NA,NA,NA,2022-10-24
Oscar,Allen,1718,West Coast Eagles,2022,12,KEY_FORWARD,CD_I1004385,1999-03-19,NA,196,95,NA,NA,NA,NA,2022-10-24
Luke,Foley,1963,West Coast Eagles,2022,29,MEDIUM_DEFENDER,CD_I1005599,1999-10-08,NA,189,81,NA,NA,NA,NA,2022-10-24
Bailey J.,Williams,1904,West Coast Eagles,2022,32,RUCK,CD_I1006114,2000-04-17,NA,201,100,NA,NA,NA,NA,2022-10-24
Tom,Joyce,1827,West Coast Eagles,2022,38,MIDFIELDER,CD_I1006150,2000-03-07,NA,181,88,NA,NA,NA,NA,2022-10-24
Jack,Petruccelle,1720,West Coast Eagles,2022,21,MEDIUM_FORWARD,CD_I1006550,1999-04-12,NA,187,82,NA,NA,NA,NA,2022-10-24
Luke,Edwards,4078,West Coast Eagles,2022,16,MIDFIELDER,CD_I1006576,2002-01-12,NA,189,84,NA,NA,NA,NA,2022-10-24
Xavier,O'Neill,1930,West Coast Eagles,2022,24,MIDFIELDER,CD_I1008282,2000-08-03,NA,186,84,NA,NA,NA,NA,2022-10-24
Isiah,Winder,4077,West Coast Eagles,2022,22,MEDIUM_FORWARD,CD_I1009291,2002-05-16,NA,180,80,NA,NA,NA,NA,2022-10-24
Callum,Jamieson,3739,West Coast Eagles,2022,40,RUCK,CD_I1011243,2000-07-31,NA,200,94,NA,NA,NA,NA,2022-10-24
Harry,Edwards,1854,West Coast Eagles,2022,42,KEY_DEFENDER,CD_I1011437,2000-10-01,NA,200,98,NA,NA,NA,NA,2022-10-24
Zane,Trew,4076,West Coast Eagles,2022,26,MIDFIELDER_FORWARD,CD_I1011449,2002-04-26,NA,187,81,NA,NA,NA,NA,2022-10-24
Campbell,Chesser,3356,West Coast Eagles,2022,18,MIDFIELDER,CD_I1017057,2003-04-27,NA,186,83,NA,NA,NA,NA,2022-10-24
Rhett,Bazzo,5699,West Coast Eagles,2022,33,KEY_DEFENDER,CD_I1017718,2003-10-17,NA,195,86,NA,NA,NA,NA,2022-10-24
Jack,Williams,5700,West Coast Eagles,2022,34,RUCK,CD_I1020371,2003-12-01,NA,198,94,NA,NA,NA,NA,2022-10-24
Jai,Culley,5064,West Coast Eagles,2022,49,MIDFIELDER,CD_I1020802,2003-02-24,NA,193,87,NA,NA,NA,NA,2022-10-24
Brady,Hough,5701,West Coast Eagles,2022,19,MIDFIELDER,CD_I1023167,2003-03-05,NA,190,77,NA,NA,NA,NA,2022-10-24
Shannon,Hurn,555,West Coast Eagles,2022,25,MEDIUM_DEFENDER,CD_I240283,1987-09-04,2005,187,95,Angaston (SA)/Central District (SANFL),2006,nationalDraft,13,2022-10-24
Josh J.,Kennedy,701,West Coast Eagles,2022,17,KEY_FORWARD,CD_I240406,1987-08-25,2005,196,102,Northampton (WA)/East Fremantle (WAFL)/Carlton,2006,nationalDraft,4,2022-10-24
Nic,Naitanui,689,West Coast Eagles,2022,9,RUCK,CD_I271045,1990-05-04,2008,202,112,Midvale (WA)/Swan Districts (WAFL),2009,nationalDraft,2,2022-10-24
Luke,Shuey,688,West Coast Eagles,2022,13,MIDFIELDER,CD_I280078,1990-06-02,2008,184,89,Bulleen-Templestowe (Vic)/Marcellin College (Vic)/Oakleigh U18,2010,nationalDraft,18,2022-10-24
Brad,Sheppard,839,West Coast Eagles,2022,5,MEDIUM_DEFENDER,CD_I281080,1991-05-23,2009,187,85,Attadale (WA)/East Fremantle (WAFL),2010,nationalDraft,7,2022-10-24
Jack,Redden,191,West Coast Eagles,2022,8,MIDFIELDER,CD_I281373,1990-12-09,2008,190,83,Keith (SA)/Glenelg (SANFL)/Brisbane,2009,nationalDraft,25,2022-10-24
Andrew,Gaff,709,West Coast Eagles,2022,3,MIDFIELDER,CD_I290801,1992-06-16,2010,183,85,Kew (Vic)/Carey Grammar (Vic)/Oakleigh U18,2011,nationalDraft,4,2022-10-24
Jamie,Cripps,751,West Coast Eagles,2022,15,MEDIUM_FORWARD,CD_I290826,1992-04-23,2010,183,83,Northampton (WA)/East Fremantle (WAFL)/St Kilda,2011,nationalDraft,24,2022-10-24
Jack,Darling,842,West Coast Eagles,2022,27,KEY_FORWARD,CD_I290838,1992-06-13,2010,191,95,Sorrento-Duncraig (WA)/West Perth (WAFL),2011,nationalDraft,26,2022-10-24
Aaron,Black,6203,West Coast Eagles,2022,47,MEDIUM_FORWARD,CD_I291589,1992-12-25,NA,181,81,NA,NA,NA,NA,2022-10-24
Elliot,Yeo,584,West Coast Eagles,2022,6,MEDIUM_DEFENDER,CD_I292128,1993-10-01,2011,190,91,Booragoon (WA)/East Fremantle (WAFL)/Brisbane,2012,nationalDraft,30,2022-10-24
Angus,Dewar,417,West Coast Eagles,2022,0,MEDIUM_DEFENDER,CD_I294178,1992-10-12,2010,190,88,Ongerup/Hawthorn/Subiaco (WAFL),2014,nationalDraft,55,2022-10-24
Jeremy,McGovern,752,West Coast Eagles,2022,20,KEY_DEFENDER,CD_I294859,1992-04-15,2013,197,99,North Albany (WA)/Claremont (WAFL),2014,rookieElevation,74,2022-10-24
Tim,Kelly,1741,West Coast Eagles,2022,11,MIDFIELDER,CD_I295898,1994-07-26,NA,183,85,NA,NA,NA,NA,2022-10-24
Willie,Rioli,1411,West Coast Eagles,2022,44,MIDFIELDER_FORWARD,CD_I296225,1995-06-04,NA,175,78,NA,NA,NA,NA,2022-10-24
Dom,Sheed,849,West Coast Eagles,2022,4,MIDFIELDER,CD_I296296,1995-04-10,NA,187,87,NA,NA,NA,NA,2022-10-24
Liam,Duggan,956,West Coast Eagles,2022,14,MEDIUM_DEFENDER,CD_I298268,1996-12-11,NA,186,84,NA,NA,NA,NA,2022-10-24
Jackson,Nelson,978,West Coast Eagles,2022,30,MIDFIELDER,CD_I298298,1996-03-15,NA,189,86,NA,NA,NA,NA,2022-10-24
Tom,Barrass,789,West Coast Eagles,2022,37,KEY_DEFENDER,CD_I990290,1995-10-08,NA,197,96,NA,NA,NA,NA,2022-10-24
Greg,Clark,5702,West Coast Eagles,2022,39,MIDFIELDER,CD_I990978,1997-05-24,NA,195,94,NA,NA,NA,NA,2022-10-24
Tom,Cole,1146,West Coast Eagles,2022,28,MEDIUM_DEFENDER,CD_I993820,1997-05-28,NA,188,83,NA,NA,NA,NA,2022-10-24
Sam,Petrevski-Seton,1289,West Coast Eagles,2022,10,MEDIUM_FORWARD,CD_I994539,1998-02-19,NA,182,81,NA,NA,NA,NA,2022-10-24
Jake,Waterman,1381,West Coast Eagles,2022,2,KEY_FORWARD,CD_I996554,1998-05-06,NA,193,92,NA,NA,NA,NA,2022-10-24
Jake,Florenca,6307,West Coast Eagles,2022,46,MIDFIELDER,CD_I996603,1997-05-15,NA,184,86,NA,NA,NA,NA,2022-10-24
Josh,Rotham,1380,West Coast Eagles,2022,35,MEDIUM_DEFENDER,CD_I997823,1998-02-25,NA,193,89,NA,NA,NA,NA,2022-10-24
Alex,Witherden,1307,West Coast Eagles,2022,23,MEDIUM_DEFENDER,CD_I998128,1998-09-10,NA,188,86,NA,NA,NA,NA,2022-10-24
Luke,Strnadica,1391,West Coast Eagles,2022,45,RUCK,CD_I998192,1998-01-01,NA,202,102,NA,NA,NA,NA,2022-10-24
Jamaine,Jones,1300,West Coast Eagles,2022,31,MEDIUM_DEFENDER,CD_I998791,1998-09-29,NA,179,81,NA,NA,NA,NA,2022-10-24
Declan,Mountford,965,West Coast Eagles,2022,47,MIDFIELDER,CD_I999724,1997-02-13,NA,183,78,NA,NA,NA,NA,2022-10-24
